# P	count	tag	form	lemma	
0.12	70	ADP	_	_	
0.12	74	ADJ	_	_	
0.27	164	NOUN	_	_	
0.05	33	PROPN	_	_	
0.1	61	VERB	_	_	
0.18	111	PUNCT	_	_	
0.02	13	DET	_	_	
0.01	7	AUX	_	_	
0.04	26	ADV	_	_	
0.0	1	PUNKT	_	_	
0.01	6	PART	_	_	
0.02	14	CCONJ	_	_	
0.01	6	NUM	_	_	
0.02	12	PRON	_	_	
0.0	3	SCONJ	_	_	
0.0	1	SYM	_	_	
1.0	11	ADP	на	НА	
1.0	1	ADJ	олимпийских	ОЛИМПИЙСКИЙ	
1.0	1	NOUN	играх	ИГРА	
1.0	1	ADJ	2008	2008	
1.0	4	NOUN	года	ГОД	
1.0	1	PROPN	гун	ГУН	
1.0	1	PROPN	лицзяо	ЛИЦЗЯО	
1.0	1	VERB	показала	ПОКАЗАТЬ	
1.0	1	ADJ	пятый	ПЯТЫЙ	
1.0	1	NOUN	результат	РЕЗУЛЬТАТ	
1.0	36	PUNCT	.	.	
1.0	2	DET	эти	ЭТОТ	
1.0	1	NOUN	обобщения	ОБОБЩЕНИЕ	
1.0	1	AUX	оказываются	ОКАЗЫВАТЬСЯ	
0.98	43	PUNCT	,	,	
1.0	2	ADV	впрочем	ВПРОЧЕМ	
0.02	43	PUNKT	,	,	
1.0	1	PART	лишь	ЛИШЬ	
1.0	1	ADV	приблизительно	ПРИБЛИЗИТЕЛЬНО	
1.0	1	ADJ	верными	ВЕРНЫЙ	
1.0	8	CCONJ	и	И	
1.0	1	VERB	установленные	УСТАНОВИТЬ	
1.0	1	PROPN	данилевским	ДАНИЛЕВСКИЙ	
1.0	1	NOUN	правила	ПРАВИЛО	
1.0	1	VERB	представляют	ПРЕДСТАВЛЯТЬ	
1.0	1	NUM	столько	СТОЛЬКО	
1.0	1	PART	же	ЖЕ	
1.0	1	NOUN	исключений	ИСКЛЮЧЕНИЕ	
1.0	1	NUM	сколько	СКОЛЬКО	
1.0	1	NOUN	случаев	СЛУЧАЙ	
1.0	1	NOUN	применения	ПРИМЕНЕНИЕ	
1.0	1	NOUN	белок	БЕЛОК	
0.67	3	ADV	как	КАК	
1.0	1	PART	бы	БЫ	
1.0	1	VERB	сваривается	СВАРИВАТЬСЯ	
1.0	28	ADP	в	В	
1.0	2	NOUN	процессе	ПРОЦЕСС	
1.0	1	NOUN	воспаления	ВОСПАЛЕНИЕ	
1.0	1	NOUN	заместители	ЗАМЕСТИТЕЛЬ	
1.0	2	NOUN	министров	МИНИСТР	
1.0	2	AUX	были	БЫТЬ	
1.0	1	VERB	назначены	НАЗНАЧИТЬ	
1.0	1	ADP	через	ЧЕРЕЗ	
1.0	1	NUM	четыре	ЧЕТЫРЕ	
1.0	1	NOUN	дня	ДЕНЬ	
1.0	2	ADP	после	ПОСЛЕ	
1.0	1	NOUN	формирования	ФОРМИРОВАНИЕ	
1.0	1	NOUN	кабинета	КАБИНЕТ	
1.0	1	VERB	назван	НАЗВАТЬ	
1.0	1	NOUN	честь	ЧЕСТЬ	
1.0	1	ADJ	английского	АНГЛИЙСКИЙ	
1.0	1	NOUN	короля	КОРОЛЬ	
1.0	1	PROPN	георга	ГЕОРГ	
1.0	1	ADJ	iii	III	
1.0	1	NOUN	сезон	СЕЗОН	
1.0	1	NOUN	размножения	РАЗМНОЖЕНИЕ	
1.0	3	PUNCT	:	:	
1.0	1	NOUN	март	МАРТ	
1.0	1	NOUN	июнь	ИЮНЬ	
1.0	1	NOUN	владение	ВЛАДЕНИЕ	
1.0	1	PROPN	мёрсбергенов	МЕРСБЕРГЕН	
1.0	1	ADV	впервые	ВПЕРВЫЕ	
1.0	1	VERB	упомянутое	УПОМЯНУТЬ	
1.0	1	ADJ	1435	1435	
1.0	3	NOUN	году	ГОД	
0.67	3	AUX	было	БЫТЬ	
1.0	1	VERB	перестроено	ПЕРЕСТРОИТЬ	
1.0	1	NUM	7	7	
1.0	1	NOUN	раз	РАЗ	
1.0	1	VERB	начиная	НАЧИНАТЬ	
1.0	4	ADP	с	С	
1.0	1	ADJ	xvii	XVII	
1.0	2	NOUN	века	ВЕК	
1.0	1	NOUN	сериал	СЕРИАЛ	
1.0	1	DET	своей	СВОЙ	
1.0	1	ADJ	производственной	ПРОИЗВОДСТВЕННЫЙ	
1.0	1	NOUN	базе	БАЗА	
1.0	1	VERB	снимает	СНИМАТЬ	
1.0	1	VERB	специализирующаяся	СПЕЦИАЛИЗИРОВАТЬСЯ	
1.0	1	DET	этом	ЭТОТ	
1.0	1	NOUN	компания	КОМПАНИЯ	
1.0	6	PUNCT	(	(	
1.0	1	NOUN	production	PRODUCTION	
1.0	1	NOUN	company	COMPANY	
1.0	6	PUNCT	)	)	
1.0	4	PUNCT	--	--	
1.0	1	PROPN	warner	WARNER	
1.0	1	NOUN	bros	BRO	
1.0	1	VERB	подчиняется	ПОДЧИНЯТЬСЯ	
1.0	1	NOUN	управлению	УПРАВЛЕНИЕ	
1.0	1	PROPN	хальденванг	ХАЛЬДЕНВАНГ	
1.0	1	VERB	натурализовался	НАТУРАЛИЗОВАТЬСЯ	
1.0	1	PROPN	австралии	АВСТРАЛИЯ	
1.0	2	PRON	она	ОНА	
1.0	1	VERB	появляется	ПОЯВЛЯТЬСЯ	
1.0	1	ADV	повсюду	ПОВСЮДУ	
1.0	1	NOUN	телевидении	ТЕЛЕВИДЕНИЕ	
1.0	1	NOUN	прессе	ПРЕССА	
1.0	1	NOUN	улице	УЛИЦА	
1.0	1	PUNCT	...	...	
1.0	1	NOUN	жандармы	ЖАНДАРМ	
1.0	1	ADV	всерьёз	ВСЕРЬЕЗ	
1.0	1	VERB	начинают	НАЧИНАТЬ	
1.0	1	VERB	беспокоиться	БЕСПОКОИТЬСЯ	
1.0	3	ADP	о	О	
1.0	1	NOUN	состоянии	СОСТОЯНИЕ	
1.0	1	NOUN	здоровья	ЗДОРОВЬЕ	
1.0	1	DET	своего	СВОЙ	
1.0	1	NOUN	коллеги	КОЛЛЕГА	
1.0	1	NOUN	салоне	САЛОН	
1.0	1	VERB	предусмотрены	ПРЕДУСМОТРЕТЬ	
1.0	1	ADJ	сетчатые	СЕТЧАТЫЙ	
1.0	1	NOUN	полки	ПОЛКА	
1.0	6	ADP	для	ДЛЯ	
1.0	1	ADJ	ручной	РУЧНОЙ	
1.0	1	NOUN	клади	КЛАДЬ	
1.0	3	CCONJ	а	А	
1.0	1	ADP	под	ПОД	
1.0	1	NOUN	полом	ПОЛ	
1.0	1	NOUN	салона	САЛОН	
1.0	1	VERB	располагались	РАСПОЛАГАТЬСЯ	
1.0	1	NUM	восемь	ВОСЕМЬ	
1.0	1	ADJ	багажных	БАГАЖНЫЙ	
1.0	1	NOUN	отделений	ОТДЕЛЕНИЕ	
1.0	1	VERB	окончил	ОКОНЧИТЬ	
1.0	1	NOUN	отделение	ОТДЕЛЕНИЕ	
1.0	1	ADJ	прикладной	ПРИКЛАДНОЙ	
1.0	1	NOUN	физики	ФИЗИКА	
1.0	1	ADJ	политехнического	ПОЛИТЕХНИЧЕСКИЙ	
1.0	1	NOUN	факультета	ФАКУЛЬТЕТ	
1.0	1	NOUN	университета	УНИВЕРСИТЕТ	
1.0	1	PROPN	токай	ТОКАЙ	
1.0	3	PUNCT	``	``	
1.0	1	NOUN	зенит	ЗЕНИТ	
1.0	7	PUNCT	-	-	
1.0	1	ADV	2	2	
1.0	3	PUNCT	&#39;&#39;	&#39;&#39;	
1.0	1	ADJ	российский	РОССИЙСКИЙ	
1.0	1	ADJ	футбольный	ФУТБОЛЬНЫЙ	
1.0	1	NOUN	клуб	КЛУБ	
1.0	2	ADP	из	ИЗ	
1.0	1	ADV	санкт	САНКТ	
1.0	1	PROPN	петербурга	ПЕТЕРБУРГ	
1.0	1	VERB	старался	СТАРАТЬСЯ	
1.0	1	ADV	повсеместно	ПОВСЕМЕСТНО	
1.0	1	VERB	вводить	ВВОДИТЬ	
1.0	1	NOUN	практику	ПРАКТИКА	
1.0	1	ADJ	частого	ЧАСТЫЙ	
1.0	1	NOUN	причащения	ПРИЧАЩЕНИЕ	
1.0	1	NOUN	кабинет	КАБИНЕТ	
1.0	1	VERB	принял	ПРИНЯТЬ	
1.0	1	NOUN	рекомендации	РЕКОМЕНДАЦИЯ	
1.0	1	PROPN	томкинсона	ТОМКИНСОН	
0.5	2	PRON	том	ТО	
0.5	2	SCONJ	что	ЧТО	
1.0	1	NOUN	зарплаты	ЗАРПЛАТА	
1.0	1	ADJ	должны	ДОЛЖЕН	
1.0	1	AUX	быть	БЫТЬ	
1.0	1	VERB	сокращены	СОКРАТИТЬ	
1.0	1	DET	всех	ВЕСЬ	
1.0	1	NOUN	категорий	КАТЕГОРИЯ	
1.0	1	NOUN	моряков	МОРЯК	
1.0	1	PART	только	ТОЛЬКО	
1.0	1	NUM	10	10	
1.0	1	SYM	%	ПРОЦЕНТ-ЗНАК	
1.0	1	PRON	их	ОНИ	
1.0	1	ADV	очень	ОЧЕНЬ	
1.0	1	ADV	долго	ДОЛГО	
1.0	2	PART	не	НЕ	
1.0	1	VERB	восстанавливали	ВОССТАНАВЛИВАТЬ	
1.0	1	ADV	вплоть	ВПЛОТЬ	
1.0	2	ADP	до	ДО	
1.0	1	ADJ	xx	XX	
1.0	1	ADJ	1670	1670	
1.0	1	NOUN	французы	ФРАНЦУЗ	
1.0	1	VERB	основали	ОСНОВАТЬ	
1.0	1	ADJ	первое	ПЕРВЫЙ	
1.0	1	ADJ	постоянное	ПОСТОЯННЫЙ	
1.0	1	NOUN	поселение	ПОСЕЛЕНИЕ	
1.0	1	ADJ	самом	САМЫЙ	
1.0	1	NOUN	острове	ОСТРОВ	
1.0	2	ADV	кап	КАП	
1.0	1	PROPN	франсуа	ФРАНСУА	
